n_frames_left,n_frames_right,ratio_frames_right_left,n_frames_dropped
3276,3424,1.0451770451770452,0
4543,2155,0.47435615232225403,2
4381,2319,0.5293312029217073,0
6523,177,0.027134753947570138,0
6492,208,0.03203943314849045,0
